split,sentiment,review,happiness_score
train,pos,"An MGM MINIATURE Short Subject.<br /><br />The editor of the Cole County Clarion must decide what is the real IMPORTANT NEWS for his readers: an impending frost which may spell disaster to their crops, or the sensational shooting-down of a notorious gangster on their small town main street.<br /><br />This is an enjoyable little one-reeler, featuring a good performance by comic Charles `Chic' Sale. Today's viewers will perhaps be more interested in the appearance of uncredited James Stewart, as Sale's nephew/assistant. Slow talking & somewhat goofy, Stewart shows many of the attributes which would make him a huge star in a very short time.<br /><br />Often overlooked or neglected today, the one and two-reel short subjects were useful to the Studios as important training grounds for new or burgeoning talents, both in front & behind the camera. The dynamics for creating a successful short subject was completely different from that of a feature length film, something like writing a topnotch short story rather than a novel. Economical to produce in terms of both budget & schedule and capable of portraying a wide range of material, short subjects were the perfect complement to the Studios' feature films.",6.092790697674419
train,neg,"NOTHING in this movie is funny. I thought the premise, giving a human the libido of a randy ram, was interesting and should provide for some laughs. WRONG! There is simply nothing funny about the movie. For example, the main character making a pass at a goat in heat in the middle of a farmer's yard is not funny, it borders on obscenity. They are toying around with bestiality in this film on one level, and it just aint funny.<br /><br />We all know that dogs will eat anything, anywhere, anytime. The main character doing this with everything, everywhere, everytime is also not funny. It becomes a cliche.<br /><br />Rob Schneider is, I guess, acceptable in the role. By this, I mean that he's not a bad actor, but with rotten material it's difficult to comment on quality. However, Coleen Haskell, the other half of the HUMAN-romantic leads (does one count the number of animals that the main character has interest in as romantic leads too?), seems embarrassed by the whole thing, as well she should be. She seems to be acting in some kind of vacuum, detached from all the other actors in the movie. <br /><br />See this film only if you wish to be bored by tasteless, dull, repetitive material.",5.982280701754386
test,neg,"This film is supposedly about three young idealistic people, two of whom join the Naxalite movement and blah blah. It is really just another film about some beautiful, rich people trying to decide who they should bed next; the peasants and naxalites and the political struggles of the era merely serve as a picturesque backdrop. Literally, as we don't hear the villagers say a word, never mind learn anyone's name, thus they occupy the same 'role' as the 'natives' in old Hollywood films. The movie is also dull, and the story does not actually get us anywhere - except to various bedrooms. We are apparently supposed to admire the artsiness of it all, which merely means no good song and dance routine, which would not have saved the film of course, but might have at least alleviated the boredom.<br /><br />My friend Japna was annoyed at the immorality of the whole story, not the bedroom bit but the whole pointlessness of the story. The message seems to be that ideals are not worth pursuing.",5.925581395348837
test,pos,"""Big Fat Liar"" comes as a welcome -- shallow, but welcome -- breath of fresh air after one too many films featuring bathrooms, bodily fluids, pets on acid, gaseous jokes and crotch gags. After all, ""See Spot Run,"" ""Max Keeble's Big Move"" and ""Snow Dogs"" had signaled The Degenerative Spiral of Kiddie Movie-making. Worse is the realization that the young audience would later be satiated by the smuttier offerings of ""Not Another Teen Movie"" and ""Slackers."" Written by Nickelodeon producers Dan Schneider and Brian Robbins (who coincidentally co-starred on the '80s sitcom ""Head of the Class""), the film stars Frankie Muniz as Jason, who's always ready with a good lie to get out of scrapes. (Where's the English paper? Dad choked on a Swedish meatball.) His teacher (Sandra Oh) issues an ultimatum: Turn in the paper by the end of the day or take summer school. Jason whips out a story called ""Big Fat Liar"" and is struck en route to school by a limousine carrying insensitive Hollywood producer Marty Wolf (Paul Giamatti). Wolf gives him a ride, but Jason leaves his paper behind. No one will hear the truth this time, and Dad tells him he's lost his trust.<br /><br />Months later, Jason and best friend Kaylee (Amanda Bynes) see a movie preview for ""Big Fat Liar,"" and head off to Los Angeles to wreak havoc on Wolf's life -- all to get a confession that he stole Jason's paper to make the film. They even gain the sympathy of some of Wolf's abused employees, including his assistant (Amanda Detmer), former chauffeur (Donald Faison), movie star (Jaleel ""Urkel"" White, playing himself) and stunt coordinator (a much-aged Lee Majors).<br /><br />Because ""Big Fat Liar"" is without the edge that his sitcom ""Malcolm in the Middle"" is known for, Muniz is easy to root for but doesn't have much to work with. Likewise for Bynes, who headlines her own Tracey Ullman-like sketch show on Nickelodeon. All the hamminess is given to Giamatti, whose eyes bulge and cheeks wiggle with every sneering insult.<br /><br />The film gets snaps just by attempting the high road, and should be enjoyed by its target audience (especially since most of the high jinks occur on the Universal Studios lot). But here's one head-scratcher: The message is that it pays to tell the truth. But didn't we just see Jason getting to his payback by telling white lies throughout the film? Well, at least there's no poop.",5.775
train,pos,"William Shakespeare would be very proud of this particular version of his play. Not only is it the best movie version of it, but it's also the only complete version of Hamlet. Kenneth Branagh's Hamlet is simply genius. Not only because it was written by Shakespeare, but also because it had the guts to do the whole thing, even if it went just over four hours.<br /><br />We all know the story of the Prince of Denmark and his plot to avenge his father's death, so I won't go into the details of the story. I will, however, tell you that the best part of this Hamlet version is not the breathtaking sets or the stunning photography, but the actors' interpretations of each character. I doubt you'll find a better Polonius than Richard Briers' delicious portrayal. Plus, you can't go wrong with Julie Christie and Jack Lemmon. Also, Derek Jacobi, a regular among Shakespeare adaptations is magnificent as the antagonist to Hamlet.<br /><br />Of course, we must talk about Kenneth Branagh. He wowed audiences when he came onto the scene with his first outing with Shakespeare, Henry V. He outdoes himself with Hamlet. Sure, Olivier's presence was captivating, but I think Branagh's performance is wonderful. When you watch him on screen, it's almost as if he knew exactly how Shakespeare wanted the role to be played. How he wasn't nominated for an Oscar is a total mystery. At least the movie got a few nominations and even an odd choice for Screenplay. I guess they know good writing when they see it though. <br /><br />All in all, you'll never find a more rich and lavish production of the Bard's best play. To say that the technical aspects were awesome would be an understatement. If you love this play and are a fan of Shakespeare, you definitely need to check this movie out. Even if you don't really care for Shakespeare, the visuals will keep you occupied for the duration of the film. You may not think you'll be able to sit through all of it at once, but you'll soon find out that pausing this movie will make you want to see it even more.",6.18734693877551
train,neg,"I read some comments on the internet about this film like ""...harder then Hostel..."", ""the camera never screens of when it's getting really brutal..."". But none of them is true. The camera never screens of, because there is nothing to screen of. The same scene is repeated hundred and hundred times again. Women lies on a table, killer rapes women a few times, killer cuts women into pieces (you never see this during the whole film!). Police come and arrested him. Killer fools the jury. Film over. In Germany we would say :""Viel Lärm um Nichts"". All in all, one of the most boring films I ever see. Absolutely non-recommendable.",5.187428571428572
train,neg,"I have a 5 minute rule (sometimes I'll leave leway for 10). If a movie is not good in the first 5 or 10 minutes it's probably not going to ever get better. I have yet to experience any movie that has proved to contest this theory. Dan in Real Life is definitely no exception. I was watching this turkey and thought; wow, this is not funny, not touching, not sad, and I don't like any of the characters at all.<br /><br />The story of an advice columnist/widower raising three young daughters, who falls in love with his brothers girlfriend. I suppose the tagline would be ""advice columnist who could USE advice""? I don't know. Dans character in no way struck me as someone qualified to give advice. I guess THAT'S the irony? I don't know. He goes to see his parents, brothers, sisters and their kids at some sort of anual family retreat, which seems very sweet, and potential fodder for good comedy, story lines...none which ever emerge. The central story is basically how he loves this woman, but can't have her. Anyone with a pulse will realise that eventually he WILL get her, but you have to suffer through painfully unfunny, trite, lifetime movie network dialogue ""murderer of love"" to get to the inevitable happy ending.<br /><br />This is truly one of the worst movies I've ever seen.",6.055263157894737
train,neg,"Note: I couldn't force myself to actually write up a constructive review of Prom Night. It just can't be done. Instead, I went through what I thought about while watching the movie.<br /><br />Things that I thought about while watching Prom Night: <br /><br />-I'm so tired of those dreams where these elaborate deaths will take place, only for the main character to wake up right before she bites it. Of course, when I say ""elaborate deaths"", I mean off screen throat slashes or stabs in the stomach. Didn't the whole ""it's just a dream"" thing get ruined by Dallas? Speaking of which, I wonder if a couple stabs in the gut will cause immediate death.<br /><br />-The film is only ten minutes into and I can already count the horror clichés on two hands. Not a good sign.<br /><br />-Even after just meeting the protagonist's boyfriend, I'm convinced he will die. Anybody want to place bets? <br /><br />-The killer in this movie is a teacher that is obsessed with the main character, Donna. (By the way, does anybody think that ""Donna"" is a horrible name for a main character in a horror film?) He spends three years in a maximum security prison before breaking out and finds Donna celebrating her high school prom. While there is no accounting for taste, I seriously wonder who would take all that time to stalk somebody as dull as Donna.<br /><br />-High schools allow proms to take place at hotels and doesn't keep track of the students. Apparently students are perfectly able to buy a hotel room and go in and out as they please. I suppose if this plot point wasn't in place, the movie would be 90 minutes of people being bored out of their mind and randomly biting the dust whenever they go to the bathroom. I suppose the trade-off for their excitement is my utter boredom with everything. I've already played ""count the pieces of chewed bubble gum under the seat"" and ""guess how much money I have in my wallet"" and I'm only in the 20 minute mark. How else will I entertain myself? <br /><br />-Note to self: Don't forget milk and bread on the way home.<br /><br />-Dear screenwriter: You've used up enough false scares to get through this movie and every other horror remake this year.<br /><br />-The 1980 version of this film wasn't that good but compared to this remake it was like Citizen Kane, or at least The Godfather. It had Jamie Lee Curtis in one of her many post-Halloween horror flicks and it did have a little ""twist"" at the end. I miss Jamie Lee. I wish she'd act more.<br /><br />-Apparently at prom there isn't much dancing going on. Instead the girls get in fights with their boyfriends over where they plan to attend college. I hear all these colleges being brought up by name, and I can't help but wonder who these girls have to cheat off of on the entrance exam to get in.<br /><br />-The killer must carry a bag of really effective cleaning supplies and wipes up his mess between scenes. That's the only logical explanation for why he could stab somebody to death on the carpet or in the bathroom and by the time somebody goes up to the hotel room, there is no trace of a struggle. (On another side note: This is a very lazy killer. Michael Myers went hunting after his victims. Just saying.)<br /><br />-It's official: the entire audience in the theater is rooting on the killer. What triggered it? Was it whenever Donna went back up to her hotel room while sirens were going off ordering everybody to exit the building? Was it her constant dreams, and how even after going through something dramatic in said dream she insisted on reenacting her steps to a tee? Or was it Brittany Snow's unconvincing performance? I'll have to say it was all of the above.<br /><br />-Okay, who had ""he dies off screen in the third act""? You win the pot.<br /><br />-Finally, the movie is over. My friend turns to me and says ""Donna wasn't too smart."" That's the understatement of the week. Kind of like saying that a tornado is a small gust of wind, or a week long power outage is a slight inconvenience.<br /><br />-I can't wait to get on Rotten Tomatoes and see if anybody gave this move a favoring review.<br /><br />-I can't recommend this. I refuse to recommend this. This is as lazy of a horror film as any, and the only way to enjoy its cheese smelling plot is if you are under the influence of at least ten beers. And unfortunately for theater patrons, alcohol isn't served.<br /><br />Rating: * out of ****",5.424566473988439
test,neg,"When I first became a father about 5.5 years ago, I was prepared for many of the sacrifices I'd have to make. I knew I'd have to change diapers and take them to swimming lessons and attend many a freezing Santa Claus parade, but I wasn't ready for the kind of sacrifice I made last night. This, in my humble opinion, is cruel and unusual punishment.<br /><br />Underdog is bad. It's not quite Karate Dog bad, but it makes The Shaggy Dog feel like Pulp Fiction. If Underdog were a television show, I'd recommend flipping on by. Not even the presence of Puddy and the voice of Banky Edwards can save it. Bow. Wow.<br /><br />It was also just about the best 80 minutes I've ever enjoyed. James was seated to the right of me and Michelle to the left, and I spent more time watching their reaction to this talking, flying mutt than watching the screen. At 5 and 3 years old, they were the target audience, and this movie nailed the target. There's a scene where Underdog belches loudly in another dogs face and Michelle thought it was the funniest scene ever captured on film. When Underdog was flying into outer space, James was literally at the edge of his seat, mesmerized. The kids absolutely loved Underdog, and that's why I was there. That's what last night was all about.<br /><br />Unless you're accompanying someone under the age of ten, you have no business wasting a second of your life watching this brutal film. But if you are looking to kill 80 minutes with your four year old, I won't judge. I had a blast.",5.6879365079365085
train,pos,"Elmer Fudd is laughing while lounging in his easy chair and reading his comic book, his dog comfortably nearby sleeping in front of the fireplace. All is peaceful until a flea comes bouncing by. (The flea is dressed in a farmer's-type outfit with a big sombrero and is carrying a satchel with the name ""A. Flea"" on it.) He gets out his telescope and spots the dog. (We see a big shot of the dog's butt and the flea whistles in excitement, screaming ""T- Bone!"" He then sings, ""There's food around the corner; there's food around the corner!"")<br /><br />That sets up the storyline of this cute-but-obnoxious flea tormenting the poor dog. The mutt is hilarious as he reacts to the flea. <br /><br />The drawings of his huge teeth chomping right next to the fleeing flea are clever and the dog's dialog made me laugh out loud a few times. This might be the funniest canine I have ever seen in a cartoon! The poor pooch, under a threat of having to take a bath, as to NOT react when the stupid flea causes him pain. It's almost painful to watch as the flea uses pickaxes, jackhammers and the like on the dog. He puts firecrackers in the dog's behind. It's brutal!",5.930666666666666
test,pos,"All credit to writer/director Gilles Mimouni who fashioned this winding, twisting tale of deceit and betrayal. While keeping the utmost control, he maintains the audience at arm's length, never allowing them to become completely aware of the goings on. Even his clever denouement has you guessing.<br /><br />The three central performances are also top class, with Vincent Cassel, Romane Bohringer and Monica Bellucci doing their utmost to add to the mystery. Jean-Phillippe Ecoffey supplements strength in his supporting role. To give away plot details or character specifics would not be fair.<br /><br />Thierry Arbogast uses the camera effectively to sweep us through this enigma, and Cardine Biggerstaff's editing keeps the story a step ahead of us. The theme from Peter Chase is sublime in its marriage to the ideal of the script.<br /><br />Many may say Gilles Mimouni is trying to confront several deeper issues on the them of love. For me this is simply a haunting, elusive riddle that weaves a fascinating web. Only the French are capable of such tantalisation. Hollywood would have ruined this with a happy ending.<br /><br />Monday, March 2, 1998 - Hoyts Croydon<br /><br />No-one does thriller quite like the French. When they get it right, they really get it right.<br /><br />Vincent Cassell is intriguing as the deceptive Max, Romane Bohringer obsessive as the new Lisa, and Monica Bellucci is mysterious as the first Lisa. The plot from Gilles Mimouni is a whirlwind of deliberate deception and fatally crossed wires.<br /><br />All credit must go to his manipulation of the clever plot, and the performances from the three leads. As Lucien, Jean-Phillippe Ecoffey is strong and emotional.<br /><br />Friday, January 15, 1999 - Video",6.175531914893617
test,pos,"Bridges's drama about a reporter who discovers some flaws in the safety precautions taken at a nuclear powerplant is directed well and a pretty interesting film from the late 70s. Its not amazing, but its solid, the acting is pretty good especially Jack lemmon, but Douglas and Fonda were good too. It was a pretty good screenplay and Bridges's direction was solid and suitable. This is definitely not one of the best films of the 70s, but its one of the better ones. A good early Michael Douglas film and Lemmon in his prime.--- IMDb Rating: 7.2, my rating:, so in simple words, solid but not amazing... thats what this film is, solid but not amazing 8/10",6.280588235294117
train,neg,"I don't really post comments, but wanted to make sure to warn people off this film. It's an unfinished student film with no redeeming features whatsoever. On a technical level, it's completely amateur - constant unintentional jump edits within scenes, dubbing wildly off, etc. The plot is completely clichéd, the structure is laughable, and the acting is embarrassing. I don't want to be too harsh: I've made my share of student films, and they were all awful, but there's no reason for this film to be out in the world where innocent fans will have to see it.<br /><br />Safe assumption that - much like the cast - positive comments are filmmakers, friends, and family.",6.112666666666666
train,pos,"A famous conductor decides after a heart attack to go back to the village where he was born to live a quiet life. There, he comes in Dutch with the local church choir, that will change his life.<br /><br />I had no expectations when I saw this movie for the first time yesterday; I like watching foreign movies that are not English, and I've already seen a couple of Swedish movies in my life, but this one was the best so far.<br /><br />Where to start? In my opinion, this film is a jewel, thanks to many things, of which one is the outstanding acting. Michael Nyqvist is perfect as the thoughtful, almost shy and devoted conductor Daniel Daréus. Beautiful Frida Hallgren is enchanting with her pretty smile and her subtle acting. The choir members are all well-developed, interesting characters with their own story each.<br /><br />This movie tells a story, a beautiful story, about music, love, pain, memories, death, about a man who devoted his life to music, and who tries to create a calm existence in the village where he was born, while trying to make peace with the past and with the way his life has been till then. Kay Pollack shows us that the Swedish are outstanding movie creators. Go see Så som i himmelen, it's a movie that makes you think about life and love, and that's also comforting, in some way.",6.610704225352111
train,neg,"Well, at least my theater group did, lol. So of course I remember watching Grease since I was a little girl, while it was never my favorite musical or story, it does still hold a little special place in my heart since it's still a lot of fun to watch. I heard horrible things about Grease 2 and that's why I decided to never watch it, but my boyfriend said that it really wasn't all that bad and my friend agreed, so I decided to give it a shot, but I called them up and just laughed. First off the plot is totally stolen from the first one and it wasn't really clever, not to mention they just used the same characters, but with different names and actors. Tell me, how did the Pink Ladies and T-Birds continue years on after the former gangs left? Not to mention the creator face motor cycle enemy, gee, what a striking resemblance to the guys in the first film as well as these T-Birds were just stupid and ridiculous.<br /><br />Another year at Rydell and the music and dancing hasn't stopped. But when a new student who is Sandy's cousin comes into the scene, he is love struck by a pink lady, Stephanie. But she must stick to the code where only Pink Ladies must stick with the T-Birds, so the new student, decides to train as a T-Bird to win her heart. So he dresses up as a rebel motor cycle bandit who can ride well and defeat the evil bikers from easily kicking the T-Bird's butts. But will he tell Stephanie who he really is or will she find out on her own? Well, find out for yourself.<br /><br />Grease 2 is like a silly TV show of some sort that didn't work. The gang didn't click as well as the first Grease did, not to mention Frenchy coming back was a bit silly and unbelievable, because I thought that she graduated from Rydell, but apparently she didn't. The songs were not really that catchy; I'm glad that Michelle was able to bounce back so fast, but that's probably because she was the only one with talent in this silly little sequel, I wouldn't really recommend this film, other than if you are curious, but I warned you, this is just a pathetic attempt at more money from the famous musical.<br /><br />2/10",5.953983050847456
train,neg,"From the beginning of the movie I had a feeling like its a movie about another Jason's from Friday the 13th. And It is... Dispute that the movie starts interesting. But as the times goes by its just a pointless movie about muted, supernatural, silent serial killer. I mean he goes under the guy's bed without making any sound, not seen by anyone. He was supposed to be blind after failed execution but he walks and kills people like he used to. I'm tired of it. For me it's all over the same thing.<br /><br />In another words - unreal. Too many mistakes and confusing information.<br /><br />Well scene with tide up woman looked impressive but just at first time :} For that and for intriguing intro 2 stars.",5.409411764705882
train,neg,"After reading all of the rave reviews about this film and a few that give it a so-so. I finally decided to throw in my no cents worth. I agree with most on the point that if it hadn't been for Lauren Lewis and Chris Ferry it would have been a disaster. Filmed in Mariette OH. just north of Dogpatch where all the real talent fled south down I-77 years ago, at least as far as a tank of gas would allow. I did get a chuckle from reviewers who subtly claim that they cerebrate a little better than most by claiming they followed the plot without an inkling of confusion. This wee tale by the Brothers Crook is like an old record with a skip in it. As an American I understand the difficulties Ind film artists have to face. A trip to Romania would have wiped out the budget for sure. Lets face it this whole film was a loop de loop of Claire in the gas station, Claire on the side of the road, Claire under the bleachers, Claire in the house, Claire in the cornfield, Claire at school. Claire here and Claire there. It almost became monotonous and would have if she had not been the best actor in the cast. Josh and Jeff have to make a living but don't write a two page script and turn it into an hour,twenty flick. Before writing another screenplay about dreaming ghosts watch an episode or two of Ghost Whisperer or something and get a little background. All of the cast except the above mentioned and a couple of others were engaged in their first and last film. Also, there is an appearance by co-director Jeff as he is in all his films. Just like Alfred Hitchcock, eh? One thing the film had going for it is that the cameraman seemed to have a fixation on Lauren Lewis' derrière. Well, with all sarcasm now satisfied I still recommend the film for the horror buff just to see this young actress in the formative time of her career (I hope)and that Chris Ferry has established himself as a villain worth watching.",5.938611111111111
train,neg,"I've seen enough of both Little Richard in interviews and in performances and enough of poor Leon pigeonholed into these 50s/60s musical bio pics to know that Leon was not the right actor for this role. Leon was so right as David Ruffin in The Temptations, but fails utterly to capture the essence of Little Richard in this film. <br /><br />Actor Miguel Núñez who played Little Richard in ""Why Do Fools Fall in Love?"" was a much more suitable choice, having pulled off the musician's powerful but effeminate persona. <br /><br />If the performances are unconvincing then the film will be as well. And this is what has happened here. Glossed over or missed entirely are LR's forays into homosexuality and voyeurism. What ""The Temptations"" did so well in capturing the rise of the group, warts and all, this film misses by a wide mark.<br /><br />What is going on with director Robert Townsend who started off so well with ""The Hollywood Shuffle""? He's a talented, funny guy but hasn't delivered anything near that first effort.",6.039999999999999
test,pos,"When I first saw this movie, I had thought that it was going to be a terrible upset, being directed by first-time director Liev Schrieber. What I saw in the next 130 minutes completely and utterly changed my mind. Based on the novel by Jonathan Safran Foer, Everything is Illuminated tells the story of a young Jewish-American collector(masterfully played by Elijah Wood)who is trying to find the woman who saved his grandfather from the Nazis in WWII. He travels to Germany and enlists in the help of a 20-something, club hitting translator and his grandfather. This results in a rigid search across the country, and they are determined to find what they are looking for. Shot in some of the most beautiful countryside in the world, Everything Is Illuminated delivers tension between the translator and his grandfather, and of the help that Jonathan needs to find his quarry. There is much religious matter as well, as the grandfather refers to Jonathan as ""The Jew."" All in all, This is a movie that deals with finding yourself and loving family. I give this wonderful, if not illuminated movie, a 10 out of 10.-Arjun",6.202173913043478
train,pos,"I sat down to watch this film with much trepidation and little hope. I didn't think it would be possible for this film to live up to its subject matter. But it absolutely did, and then some. First, I must say that Jared Harris did an extraordinary job as John Lennon. At times it seemed that Harris was channeling Lennon. The resemblance was often uncanny, and he clearly studied Lennon's mannerisms and vocal inflections. Aiden Quinn was quite good as McCartney, also bearing a striking resemblance to Macca, although he did occasionally trip over his Scouse accent.<br /><br />This work of fiction was well-written and well-directed. It was pure fantasy, of course, but sometimes I felt like a voyeur peeking through a keyhole at this reunion. The rooftop scene was especially moving, as McCartney told Lennon what he had never heard as a child--that he was worthy and important, and it could never be his fault that he was abandoned by his parents. I also enjoyed the scene in the park where the pair of them danced with absolute abandon to the reggae band!<br /><br />My one complaint would be this: I am not so sure that John was as caustic as he was portrayed in the film at this stage in his life. He had settled in to his domestic situation quite nicely, and he was actually known to be quite friendly when approached by fans. Only a few years later, he was very friendly when he was first approached by his assassin for an autograph on the day he was murdered.<br /><br />Mostly this film served to stir up those feelings again about what might have been had John lived a bit longer. I am quite sure the Beatles would have come back together at some stage. And I am quite certain that Lennon and McCartney would still be friends today.<br /><br />Well done, VH1. I will watch it again and again.<br /><br />",6.200655737704919
test,neg,"I'm actually too drained to write this review -- bad movies always do that to me -- but I feel obligated, as if it's my civic duty, to warn anyone who might be considering purchasing or viewing this god-awful mess-of-a-picture. Please, please, just take my word: this is one you'll want to stay away from. It's so boring and dull, so insipid and uninspired, such a poor excuse to assemble any familiar talent. Burt Reynolds? Wasted (despite his best efforts). Ice-T is barely in the film, and when he does appear on screen his performance is so restrained and muted that it becomes crystal clear that the director, perhaps intimidated by Ice's intense stare, didn't know what to do with him. Rob Lowe, as the title character, has never displayed so little on-screen charisma. Mario Van Peebles should be ashamed of himself; his performance is, in the saddest sense possible, a joke. Surely, Satan himself signed Mario's check for this film. The plot is as weak, half-baked and annoying as all the music involved (the utterly boring club song seems to continue on, literally, for the first third of the movie). The film's look will prompt one to seriously wonder if the Director of Photography was also forced, like one of the film's forgettable female characters, to smoke crack from a pipe duct-taped to his mouth. And if you're looking, at least, for stylized, shoot-'em-up-type violence you'll get none here. This film, I assure you, I promise you, has Absolutely no redeeming qualities! Please, I implore you, Avoid this Flick! Don't put it in and get suckered into believing that its pace will pick up, it'll get better, and evolve into a decent denouement. It won't. It don't. It can't! It sucks! Now, you have been warned, and I can now go to bed (It's 3am - please forgive any resulting errors this admonition might contain) -- knowing my conscience is clear, because I've done my civic duty for my fellow man!",5.428369565217392
test,pos,"It is a damn good movie,with some surprising twists,a good cast and a great script. Only a couple of stupid bits,like the Rasta hit-man scene (This guy's a professional?) but that has been commented on already. The fact I had only heard one guy at work mention it before, and did not have many opinions or reviews to go on, made it even more entertaining. This gets a higher score than maybe some people think it deserves, but I have to factor in the low budget and the good effort from the cast. It sickens me that some movies get made whose budget equals the GDP of a small country,with a hyped up release,good reviews,an Oscar winning director and/or actors, and turn out to be so disappointing,with actors sleepwalking through their roles and uninspired directing,with predictable plot lines and a story with holes in it so big,Sandra Bullock could drive a bomb-loaded bus through it. (Examples in my opinion are The Terminal,Castaway,Matrix:Revolutions) Extra points are awarded for the wardrobe department choosing great clothes for the cast,especially Paulina Porizcova,who wears a rubber dress in one scene,and a jacket with ""c*nt"" on the back in large letters in another!A sex scene which shows off her tight ass and a good soundtrack are added bonuses! And PLEASE,enough with the Tarantino comparisons,this did not remind me of a Tarantino flick at all.... and Tarantino borrows virtually every idea he has ever had from other movies! Even if that is your opinion,are we saying once a certain film or book is written or directed one way,no-one can ever use the same ideas again? get real. This film has it's own style.",6.218153846153847
test,pos,"I think that there was too much action in the end? Don't you think that too? There was romance, adventure that just like told me to put 9 to this movie but action place was too long. I liked Reeve a bit. I didn't understand why did he have to die. I thought that one of the girls gonna die too but my lucky! No one else who I liked didn't die! How about you? What did you liked? I saw the movie twice actually. And after that I bought that too. It was worth it! Who did you liked best (person)?. The book was really, really, really cool. And the actresses and actors too. Everything was perfect....... What was the song name in the end? Will someone answer my questions too... PLEASE, please please?",6.0914285714285725
test,neg,"The initiation to the local sport team involves taking the newbies out to the corn fields and guess what? There is a scarecrow murdering people there. Only one of the newbies survive but falls into a coma due to diabetes. Meanwhile the scarecrow starts to kill all of the involved people, one by one. Whats the scarecrows secret? Will they find it out before the scarecrow gets them all? This is a low budget movie and it shows. Sound is OK but picture is really corny. The plot/script really sucks and is quite pathetic and non logical. The acting is really bad and sometimes just laughable. Cant really say much about the special effects cause there aren't that many but the few there is ranges from bad to OK(for a low budget that is). There is some nudity and thats probably the only thing worth to watch in the movie(that is if your a horny teenager, if not, skip the movie all together). Another complete waste of time and money so don't see it. Goes for hack'n'slash fans too.",5.391351351351351
test,pos,"Growing up as of child of the movies, one of the trilogies I shall not soon forget is that of the Karate Kid. You can put down Ralph / Daniel all you want, but its the message behind the movies that are important, that its important to be respectful to all creatures great and small, but stand up for yourself when the time calls for it. Getting back to the movie at hand, its rather funny because, I saw Boys Don't Cry and was really impressed with the performance of Hillary Swank, and in flipping through the sea of channels the other night, I came across the showing of this film and I hadn't realized at the time of my first viewing of this movie that she was in it. The story centers around Julie, just like Daniel, not knowing where to fit in or if she even wants to fit in and the master teacher is brought in to help straighten her out and guide her. I really liked this addition to the series as it gave a good feminine side to the story and yes, even some outfits that Hillary were in kept me, shall we say stimulated.<br /><br />Overall 3.5 out of 5",6.211764705882353
test,neg,"Please -- if you haven't attempted to sit through this garbage and are considering viewing this flick/mini-series -- do yourself a favor and find anything else to do. Floss your teeth, start learning to play the cello, beat your dog -- anything you choose will be time better spent than watching this junk. This is not a bad movie that you can get a few chuckles out of -- it simply sucks in every way possible. Just boring from beginning to end.<br /><br />And for those animal lovers out there that feel my comment above is insensitive -- if your dog could speak, he or she would beg for a beating rather than suffer through watching this mess.",5.371515151515151
train,pos,"How does an usual day start in Point Place, Wisconsin...<br /><br />First of all, Red, the tyrannical father of the Forman family and a WWII veteran, sits at the kitchen table and reads his newspaper while his overjoyed wife Kitty serves breakfast. Then comes their skinny son, Eric, he sits at the table as well, and his father starts his daily yelling, usually involving placing his foot in Eric's behind if (insert reason here). If his promiscuous angel-faced sister Laurie is at home, she comes along, then Red stops yelling and kindly talks to her, making Eric feel left out of the family.<br /><br />Once this daily (painful) ritual is over, Eric rushes down to his basement, where all his friends are already hanging out. And when we get to see them, it becomes obvious Eric and his redhead tomboy girlfriend, next-door neighbor and childhood friend Donna Pinciotti are the sanest people around. Meet Steven Hyde, the conspiracy theorist who hates disco and doesn't really care about what's around as long as it's not funny to watch; Michael Kelso, the kind of guy who thinks that he will get through his life only by his looks and that carrots grow in trees; Jackie Burkhardt, the one who thinks of herself as the prettiest girl around, spoiled kid of a rich father, and, of course, cheerleader; and Fez, a naive but oversexed foreigner who loves candy and can't keep a secret. At first they simply hang out, gossiping and making fun of Kelso, but then they all sit in a circle and let the real fun begin... before going out doing something they'll regret later.<br /><br />Meanwhile Red goes out and meets Donna's weirdo parents, Bob and Midge. He's rude, but they don't mind, as they think he's joking. Somewhere around is Leo, an aging hippie, who's constantly confused and makes word plays without even noticing.<br /><br />Did you imagine that seemingly peaceful neighborhood with all these awesome characters? Of course, most seem ""clichéd"", but the show takes the cliché to a new level. Now throw in some of the most wicked story lines a sitcom can offer, sit down and enjoy one of the best TV shows ever. The one that never does two times the same thing and which is, compared to most sitcoms that are ""cute funny"", purely hysterical. If you get hooked, don't let this show let you go. Bite on the hook over and over and, man, you will see the sitcom genre from a whole new prospective.",6.050183486238532
